Tag;Datum;Zeit;Hallennummer;Inhalt Tooltip Halle;Spielnummer;Liga;Staffelkurzbezeichnung;Heimmannschaft;Gastmannschaft;Ergebnis;Halbzeitergebnis;SR A; Verein SR A; SR B; Verein SR B; SR C; Verein SR C; SR D; Verein SR D
Sat.;21.10.2017;17:30;250121;Göggingen, Anton-Bezler-Halle;25024014;BZK F;Bezirksklasse F;TSV Göggingen II;SV Mering;="0:0";="0:0";;;;;;;;
Sat.;21.10.2017;17:30;250180;Kissing, Paartal-Halle;20022036;LLF;Landesliga Staffel S;Kissinger SC;SG Biessenhofen-Marktoberdorf;="0:0";="0:0";;;;;;;;
Sat.;21.10.2017;18:00;250181;Königsbrunn, Dreifachhalle;25024015;BZK F;Bezirksklasse F;BHC Königsbr.09 III;TSV Neusäss;="0:0";="0:0";;;;;;;;
Sat.;21.10.2017;18:00;250220;Meitingen, Sporthalle;25023013;BZL F;Bezirksliga F;TSV Meitingen;BHC Königsbr.09 II;="0:0";="0:0";;;;;;;;
Sat.;21.10.2017;18:00;250361;Schwabmünchen, Sporthalle an der Grundschule ;25012031;BZOL M;Bezirksoberliga M;Schwabmünchen;TSV Friedberg III;="0:0";="0:0";;;;;;;;
Sat.;21.10.2017;19:00;250063;Dinkelscherben,Sporthalle Reischenau ;25014027;BZK M;Bezirksklasse Staffel West;Dinkelscherben;VSC Donauwörth II;="0:0";="0:0";;;;;;;;
Sat.;21.10.2017;19:15;250120;Gersthofen, Sporthalle Paul-Klee-Gymnasium ;25012032;BZOL M;Bezirksoberliga M;TSV Gersthofen;Augsburg 1871;="0:0";="0:0";;;;;;;;
Sat.;21.10.2017;19:30;250121;Göggingen, Anton-Bezler-Halle;25023014;BZL F;Bezirksliga F;TSV Göggingen;TSV Friedberg;="0:0";="0:0";;;;;;;;
Sat.;21.10.2017;19:30;250180;Kissing, Paartal-Halle;25012033;BZOL M;Bezirksoberliga M;Kissinger SC;TSV Göggingen;="0:0";="0:0";;;;;;;;
Sat.;21.10.2017;20:00;250220;Meitingen, Sporthalle;25013027;BZL M;Bezirksliga M;TSV Meitingen;TSV Neusäss;="0:0";="0:0";;;;;;;;
Sat.;21.10.2017;20:00;250361;Schwabmünchen, Sporthalle an der Grundschule ;25022016;BZOL F;Bezirksoberliga F;Schwabmünchen;VfL Leipheim;="0:0";="0:0";;;;;;;;
Sat.;21.10.2017;20:00;250008;Haunstetten, Sporthalle  TSV;25012034;BZOL M;Bezirksoberliga M;TSV Haunstetten II;TSV Aichach;="0:0";="0:0";;;;;;;;
Sun.;22.10.2017;09:00;250101;Friedberg, Sporthalle des TSV Friedberg;;BZOL MD;Bezirksoberliga;TSV Haunstetten;TSV Friedberg;="0:0";="0:0";;;;;;;;
Sun.;22.10.2017;09:30;250004;Augsburg, Sporthalle TSV 1871 Augsburg;25058027;BZL MD;Bezirksliga;TSV Gersthofen;Augsburg 1871;="0:0";="0:0";;;;;;;;
Sun.;22.10.2017;09:30;250222;Mering, Eduard-Ettensberger-Halle;20063613;ÜBL WC;ÜBL Staffel W ;SV Mering;FC Burlafingen II;="0:0";="0:0";;;;;;;;
Sun.;22.10.2017;10:00;250125;Günzburg, Sporthalle ;25057021;BZOL MD;Bezirksoberliga;VfL Günzburg;Schwabmünchen;="0:0";="0:0";;;;;;;;
Sun.;22.10.2017;10:00;250101;Friedberg, Sporthalle des TSV Friedberg;25057020;BZOL MD;Bezirksoberliga;TSV Haunstetten;JSG Burlafingen/Neu-Ulm;="0:0";="0:0";;;;;;;;
Sun.;22.10.2017;10:30;250004;Augsburg, Sporthalle TSV 1871 Augsburg;25058028;BZL MD;Bezirksliga;SV Mering;TSV Gersthofen;="0:0";="0:0";;;;;;;;
Sun.;22.10.2017;10:40;250010;Augsburg,TSG - Halle Lechhausen;25014527;BZK M;Bezirksklasse Staffel Ost;TSG Augsburg II;TSV Göggingen II;="0:0";="0:0";;;;;;;;
Sun.;22.10.2017;11:00;250101;Friedberg, Sporthalle des TSV Friedberg;25057023;BZOL MD;Bezirksoberliga;JSG Burlafingen/Neu-Ulm;TSV Friedberg;="0:0";="0:0";;;;;;;;
Sun.;22.10.2017;11:00;250125;Günzburg, Sporthalle ;25057022;BZOL MD;Bezirksoberliga;Schwabmünchen;HSG Lauingen-Wittislingen;="0:0";="0:0";;;;;;;;
Sun.;22.10.2017;11:00;250064;Donauwörth, Neudegger-Halle ;20057316;ÜBOL WB;ÜBOL Staffel W;VSC Donauwörth;SC Vöhringen;="0:0";="0:0";;;;;;;;
Sun.;22.10.2017;11:00;250262;Neu-Ulm, Realschulhalle Muthenhölzle;20052720;ÜBOL WA;ÜBOL Staffel W;TSF Ludwigsfeld;TSV Meitingen;="0:0";="0:0";;;;;;;;
Sun.;22.10.2017;11:15;250222;Mering, Eduard-Ettensberger-Halle;20043915;ÜBL MC;ÜBL Staffel SW 2 ;SV Mering;Dinkelscherben;="0:0";="0:0";;;;;;;;
Sun.;22.10.2017;11:30;250004;Augsburg, Sporthalle TSV 1871 Augsburg;25058029;BZL MD;Bezirksliga;SV Mering;TSV Göggingen;="0:0";="0:0";;;;;;;;
Sun.;22.10.2017;12:00;250125;Günzburg, Sporthalle ;25057024;BZOL MD;Bezirksoberliga;VfL Günzburg;HSG Lauingen-Wittislingen;="0:0";="0:0";;;;;;;;
Sun.;22.10.2017;12:00;250180;Kissing, Paartal-Halle;25067022;BZOL WD;Bezirksoberliga;JSG Friedberg-Kissing;SC Vöhringen;="0:0";="0:0";;;;;;;;
Sun.;22.10.2017;12:00;250008;Haunstetten, Sporthalle  TSV;25022017;BZOL F;Bezirksoberliga F;TSV Haunstetten III;TSV Wertingen;="0:0";="0:0";;;;;;;;
Sun.;22.10.2017;12:30;250124;Gundelfingen,Kreissporthalle ;25014028;BZK M;Bezirksklasse Staffel West;TV Gundelfingen III;TSV Neusäss II;="0:0";="0:0";;;;;;;;
Sun.;22.10.2017;12:30;250004;Augsburg, Sporthalle TSV 1871 Augsburg;25058030;BZL MD;Bezirksliga;Augsburg 1871;TSV Göggingen;="0:0";="0:0";;;;;;;;
Sun.;22.10.2017;12:30;250010;Augsburg,TSG - Halle Lechhausen;25023015;BZL F;Bezirksliga F;TSG Augsburg II;Augsburg 1871;="0:0";="0:0";;;;;;;;
Sun.;22.10.2017;13:00;250262;Neu-Ulm, Realschulhalle Muthenhölzle;25068016;BZL WD;Bezirksliga;TSF Ludwigsfeld;VfL Günzburg;="0:0";="0:0";;;;;;;;
Sun.;22.10.2017;13:00;250263;Neu-Ulm, Sporthalle im Offenhauser Gries;25067023;BZOL WD;Bezirksoberliga;TSV Niederraunau;TSV Neu-Ulm;="0:0";="0:0";;;;;;;;
Sun.;22.10.2017;13:00;250180;Kissing, Paartal-Halle;25067024;BZOL WD;Bezirksoberliga;SC Vöhringen;FC Burlafingen;="0:0";="0:0";;;;;;;;
Sun.;22.10.2017;13:00;250222;Mering, Eduard-Ettensberger-Halle;20058517;ÜBL WB;ÜBL Staffel SO 2 ;SV Mering;ASV Dachau;="0:0";="0:0";;;;;;;;
Sun.;22.10.2017;13:00;250000;Aichach, Sporthalle Gymnasium;20058516;ÜBL WB;ÜBL Staffel SO 2 ;TSV Aichach;TSV Indersdorf;="0:0";="0:0";;;;;;;;
Sun.;22.10.2017;13:00;250440;Vöhringen, Sportpark ;20037427;ÜBOL MB;ÜBOL Staffel SW;SC Vöhringen;TV Waltenhofen;="0:0";="0:0";;;;;;;;
Sun.;22.10.2017;13:15;250009;Augsburg-Hochzoll, DJK-Sporthalle ;20038715;ÜBL MB;ÜBL Staffel SW 2 ;DJK Augsburg-Hochzoll;SV Mering;="0:0";="0:0";;;;;;;;
Sun.;22.10.2017;13:30;250101;Friedberg, Sporthalle des TSV Friedberg;20012041;LLM;Landesliga Staffel S;TSV Friedberg II;TV Immenstadt;="0:0";="0:0";;;;;;;;
Sun.;22.10.2017;13:45;250361;Schwabmünchen, Sporthalle an der Grundschule ;25058031;BZL MD;Bezirksliga;Schwabmünchen II;TSV Wertingen;="0:0";="0:0";;;;;;;;
Sun.;22.10.2017;14:00;250262;Neu-Ulm, Realschulhalle Muthenhölzle;25068017;BZL WD;Bezirksliga;TSV Aichach;VfL Günzburg;="0:0";="0:0";;;;;;;;
Sun.;22.10.2017;14:00;250201;Leipheim, Güssen-Halle;25068018;BZL WD;Bezirksliga;HSG Lauingen-Wittislingen;Leipheim/Silheim;="0:0";="0:0";;;;;;;;
Sun.;22.10.2017;14:00;250263;Neu-Ulm, Sporthalle im Offenhauser Gries;25067025;BZOL WD;Bezirksoberliga;TSV Niederraunau;TSV Meitingen;="0:0";="0:0";;;;;;;;
Sun.;22.10.2017;14:00;250180;Kissing, Paartal-Halle;25067026;BZOL WD;Bezirksoberliga;JSG Friedberg-Kissing;FC Burlafingen;="0:0";="0:0";;;;;;;;
Sun.;22.10.2017;14:00;250064;Donauwörth, Neudegger-Halle ;25022018;BZOL F;Bezirksoberliga F;VSC Donauwörth;VfL Günzburg II;="0:0";="0:0";;;;;;;;
Sun.;22.10.2017;14:20;250010;Augsburg,TSG - Halle Lechhausen;25014029;BZK M;Bezirksklasse Staffel West;TSG Augsburg;SC Ichenhausen II;="0:0";="0:0";;;;;;;;
Sun.;22.10.2017;14:30;250020;Bäumenheim, Mehrzweckhalle ;25024016;BZK F;Bezirksklasse F;TSV Bäumenheim;TSV Aichach II;="0:0";="0:0";;;;;;;;
Sun.;22.10.2017;14:30;250124;Gundelfingen,Kreissporthalle ;20022039;LLF;Landesliga Staffel S;TV Gundelfingen;TSV Simbach;="0:0";="0:0";;;;;;;;
Sun.;22.10.2017;14:45;250361;Schwabmünchen, Sporthalle an der Grundschule ;25058032;BZL MD;Bezirksliga;SC Vöhringen II;TSV Wertingen;="0:0";="0:0";;;;;;;;
Sun.;22.10.2017;14:45;250000;Aichach, Sporthalle Gymnasium;20038716;ÜBL MB;ÜBL Staffel SW 2 ;TSV Aichach;HSG Lauingen-Wittislingen;="0:0";="0:0";;;;;;;;
Sun.;22.10.2017;15:00;250009;Augsburg-Hochzoll, DJK-Sporthalle ;25024017;BZK F;Bezirksklasse F;DJK Augsburg-Hochzoll;TSV Neu-Ulm;="0:0";="0:0";;;;;;;;
Sun.;22.10.2017;15:00;250222;Mering, Eduard-Ettensberger-Halle;25014528;BZK M;Bezirksklasse Staffel Ost;SV Mering II;Schwabmünchen III;="0:0";="0:0";;;;;;;;
Sun.;22.10.2017;15:00;250262;Neu-Ulm, Realschulhalle Muthenhölzle;25068019;BZL WD;Bezirksliga;TSF Ludwigsfeld;TSV Aichach;="0:0";="0:0";;;;;;;;
Sun.;22.10.2017;15:00;250201;Leipheim, Güssen-Halle;;BZL WD;Bezirksliga;HSG Lauingen-Wittislingen;SC Vöhringen II;="0:0";="0:0";;;;;;;;
Sun.;22.10.2017;15:00;250263;Neu-Ulm, Sporthalle im Offenhauser Gries;25067027;BZOL WD;Bezirksoberliga;TSV Neu-Ulm;TSV Meitingen;="0:0";="0:0";;;;;;;;
Sun.;22.10.2017;15:30;250101;Friedberg, Sporthalle des TSV Friedberg;20032219;ÜBOL MA;ÜBOL Staffel SW;TSV Friedberg;JSG Burlafingen/Neu-Ulm;="0:0";="0:0";;;;;;;;
Sun.;22.10.2017;15:45;250361;Schwabmünchen, Sporthalle an der Grundschule ;25058033;BZL MD;Bezirksliga;Schwabmünchen II;SC Vöhringen II;="0:0";="0:0";;;;;;;;
Sun.;22.10.2017;16:00;250180;Kissing, Paartal-Halle;25014530;BZK M;Bezirksklasse Staffel Ost;Kissinger SC II;TSV Haunstetten IV;="0:0";="0:0";;;;;;;;
Sun.;22.10.2017;16:00;250004;Augsburg, Sporthalle TSV 1871 Augsburg;25014529;BZK M;Bezirksklasse Staffel Ost;Augsburg 1871 II;TSV Bobingen II;="0:0";="0:0";;;;;;;;
Sun.;22.10.2017;16:00;250201;Leipheim, Güssen-Halle;25068020;BZL WD;Bezirksliga;SC Vöhringen II;Leipheim/Silheim;="0:0";="0:0";;;;;;;;
Sun.;22.10.2017;16:00;250182;Krumbach, Halle Schulzentrum;25012035;BZOL M;Bezirksoberliga M;TSV Niederraunau II;TSV Bobingen;="0:0";="0:0";;;;;;;;
Sun.;22.10.2017;16:00;250064;Donauwörth, Neudegger-Halle ;25012036;BZOL M;Bezirksoberliga M;VSC Donauwörth;VfL Günzburg II;="0:0";="0:0";;;;;;;;
Sun.;22.10.2017;16:20;250010;Augsburg,TSG - Halle Lechhausen;25022019;BZOL F;Bezirksoberliga F;TSG Augsburg;BHC Königsbr.09;="0:0";="0:0";;;;;;;;
Sun.;22.10.2017;16:30;250020;Bäumenheim, Mehrzweckhalle ;25014031;BZK M;Bezirksklasse Staffel West;TSV Bäumenheim;HSG Lauingen-Wittislingen II;="0:0";="0:0";;;;;;;;
Sun.;22.10.2017;16:30;250320;Pfaffenhofen, Schulturnhalle;25014030;BZK M;Bezirksklasse Staffel West;TSV Weißenhorn;SV Mering III;="0:0";="0:0";;;;;;;;
Sun.;22.10.2017;16:30;250000;Aichach, Sporthalle Gymnasium;25013028;BZL M;Bezirksliga M;TSV Aichach II;BHC Königsbr.09;="0:0";="0:0";;;;;;;;
Sun.;22.10.2017;16:30;250124;Gundelfingen,Kreissporthalle ;20012042;LLM;Landesliga Staffel S;TV Gundelfingen;TSV Simbach;="0:0";="0:0";;;;;;;;
Sun.;22.10.2017;16:30;250262;Neu-Ulm, Realschulhalle Muthenhölzle;20063614;ÜBL WC;ÜBL Staffel W ;TSF Ludwigsfeld;TV Gundelfingen;="0:0";="0:0";;;;;;;;
Sun.;22.10.2017;17:00;250009;Augsburg-Hochzoll, DJK-Sporthalle ;25014531;BZK M;Bezirksklasse Staffel Ost;DJK Augsburg-Hochzoll;PSV  Aug.;="0:0";="0:0";;;;;;;;
Sun.;22.10.2017;17:00;250222;Mering, Eduard-Ettensberger-Halle;25013029;BZL M;Bezirksliga M;SV Mering;TV Gundelfingen II;="0:0";="0:0";;;;;;;;
Sat.;28.10.2017;00:00;250460;Wertingen, Stadthalle ;25058034;BZL MD;Bezirksliga;TSV Neusäss;TSV Wertingen;="0:0";="0:0";;;;;;;;
Sat.;28.10.2017;01:00;250460;Wertingen, Stadthalle ;25058035;BZL MD;Bezirksliga;Kissinger SC;TSV Neusäss;="0:0";="0:0";;;;;;;;
Sat.;28.10.2017;02:00;250460;Wertingen, Stadthalle ;25058036;BZL MD;Bezirksliga;TSV Wertingen;Kissinger SC;="0:0";="0:0";;;;;;;;
Sat.;28.10.2017;09:30;250181;Königsbrunn, Dreifachhalle;25057025;BZOL MD;Bezirksoberliga;BHC Königsbr.09;TSV Haunstetten;="0:0";="0:0";;;;;;;;
Sat.;28.10.2017;10:30;250181;Königsbrunn, Dreifachhalle;25057026;BZOL MD;Bezirksoberliga;Schwabmünchen;TSV Haunstetten;="0:0";="0:0";;;;;;;;
Sat.;28.10.2017;11:30;250181;Königsbrunn, Dreifachhalle;25057027;BZOL MD;Bezirksoberliga;BHC Königsbr.09;Schwabmünchen;="0:0";="0:0";;;;;;;;
Sat.;28.10.2017;12:00;250101;Friedberg, Sporthalle des TSV Friedberg;25023016;BZL F;Bezirksliga F;TSV Friedberg;TSG Augsburg II;="0:0";="0:0";;;;;;;;
Sat.;28.10.2017;12:30;250181;Königsbrunn, Dreifachhalle;25058037;BZL MD;Bezirksliga;TV Gundelfingen;BHC Königsbr.09 II;="0:0";="0:0";;;;;;;;
Sat.;28.10.2017;12:30;250008;Haunstetten, Sporthalle  TSV;25068021;BZL WD;Bezirksliga;VfL Günzburg;TSV Haunstetten;="0:0";="0:0";;;;;;;;
Sat.;28.10.2017;13:00;250120;Gersthofen, Sporthalle Paul-Klee-Gymnasium ;25058038;BZL MD;Bezirksliga;TSV Gersthofen;SV Mering;="0:0";="0:0";;;;;;;;
Sat.;28.10.2017;13:30;250181;Königsbrunn, Dreifachhalle;25058039;BZL MD;Bezirksliga;Augsburg 1871;TV Gundelfingen;="0:0";="0:0";;;;;;;;
Sat.;28.10.2017;13:30;250008;Haunstetten, Sporthalle  TSV;25068022;BZL WD;Bezirksliga;VfL Günzburg;TSV Neusäss;="0:0";="0:0";;;;;;;;
Sat.;28.10.2017;13:30;250260;Neusäss, Sporthalle an der Eichenwaldschule;20043916;ÜBL MC;ÜBL Staffel SW 2 ;TSV Neusäss;TSV Göggingen;="0:0";="0:0";;;;;;;;
Sat.;28.10.2017;13:45;250000;Aichach, Sporthalle Gymnasium;25057028;BZOL MD;Bezirksoberliga;TSV Aichach;TSV Friedberg;="0:0";="0:0";;;;;;;;
Sat.;28.10.2017;13:45;250461;Wertingen, Sporthalle Gymnasium Wertingen;20063615;ÜBL WC;ÜBL Staffel W ;TSV Wertingen;TSF Ludwigsfeld;="0:0";="0:0";;;;;;;;
Sat.;28.10.2017;14:00;250101;Friedberg, Sporthalle des TSV Friedberg;25014532;BZK M;Bezirksklasse Staffel Ost;TSV Friedberg IV;DJK Augsburg-Hochzoll;="0:0";="0:0";;;;;;;;
Sat.;28.10.2017;14:00;250120;Gersthofen, Sporthalle Paul-Klee-Gymnasium ;25058040;BZL MD;Bezirksliga;Schwabmünchen II;SV Mering;="0:0";="0:0";;;;;;;;
Sat.;28.10.2017;14:30;250008;Haunstetten, Sporthalle  TSV;;BZL WD;Bezirksliga;TSV Haunstetten;TSV Neusäss;="0:0";="0:0";;;;;;;;
Sat.;28.10.2017;14:30;250181;Königsbrunn, Dreifachhalle;25058041;BZL MD;Bezirksliga;Augsburg 1871;BHC Königsbr.09 II;="0:0";="0:0";;;;;;;;
Sat.;28.10.2017;14:45;250000;Aichach, Sporthalle Gymnasium;;BZOL MD;Bezirksoberliga;VfL Günzburg;TSV Friedberg;="0:0";="0:0";;;;;;;;
Sat.;28.10.2017;15:00;250120;Gersthofen, Sporthalle Paul-Klee-Gymnasium ;25058042;BZL MD;Bezirksliga;TSV Gersthofen;Schwabmünchen II;="0:0";="0:0";;;;;;;;
Sat.;28.10.2017;15:00;250063;Dinkelscherben,Sporthalle Reischenau ;20043917;ÜBL MC;ÜBL Staffel SW 2 ;Dinkelscherben;TSV Friedberg II;="0:0";="0:0";;;;;;;;
Sat.;28.10.2017;15:30;250260;Neusäss, Sporthalle an der Eichenwaldschule;25024018;BZK F;Bezirksklasse F;TSV Neusäss;TSV Göggingen II;="0:0";="0:0";;;;;;;;
Sat.;28.10.2017;15:30;250461;Wertingen, Sporthalle Gymnasium Wertingen;25014032;BZK M;Bezirksklasse Staffel West;TSV Wertingen II;TSV Weißenhorn;="0:0";="0:0";;;;;;;;
Sat.;28.10.2017;15:30;250125;Günzburg, Sporthalle ;20022042;LLF;Landesliga Staffel S;VfL Günzburg;SV-DJK Taufkirchen;="0:0";="0:0";;;;;;;;
Sat.;28.10.2017;15:45;250000;Aichach, Sporthalle Gymnasium;25057029;BZOL MD;Bezirksoberliga;VfL Günzburg;TSV Aichach;="0:0";="0:0";;;;;;;;
Sat.;28.10.2017;16:00;250101;Friedberg, Sporthalle des TSV Friedberg;25012037;BZOL M;Bezirksoberliga M;TSV Friedberg III;TSV Haunstetten II;="0:0";="0:0";;;;;;;;
Sat.;28.10.2017;16:00;250008;Haunstetten, Sporthalle  TSV;20051216;LL WA;Landesliga Staffel Süd;TSV Haunstetten;PSV München;="0:0";="0:0";;;;;;;;
Sat.;28.10.2017;16:00;250064;Donauwörth, Neudegger-Halle ;20038718;ÜBL MB;ÜBL Staffel SW 2 ;VSC Donauwörth;DJK Augsburg-Hochzoll;="0:0";="0:0";;;;;;;;
Sat.;28.10.2017;16:00;250181;Königsbrunn, Dreifachhalle;20037526;ÜBOL MB;ÜBOL Staffel S;BHC Königsbr.09;TSV Friedberg II;="0:0";="0:0";;;;;;;;
Sat.;28.10.2017;16:30;250120;Gersthofen, Sporthalle Paul-Klee-Gymnasium ;20062227;ÜBOL WC;ÜBOL SW;TSV Gersthofen;VfL Günzburg;="0:0";="0:0";;;;;;;;
Sat.;28.10.2017;17:00;250462;Wittislingen, Schulsporthalle ;25024019;BZK F;Bezirksklasse F;HSG Lauingen-Wittislingen II;TSV Bäumenheim;="0:0";="0:0";;;;;;;;
Sat.;28.10.2017;17:00;250160;Ichenhausen, Franziska-Ziehank-Halle ;25014033;BZK M;Bezirksklasse Staffel West;SC Ichenhausen II;TV Gundelfingen III;="0:0";="0:0";;;;;;;;
Sat.;28.10.2017;17:00;250063;Dinkelscherben,Sporthalle Reischenau ;20058619;ÜBL WB;ÜBL Staffel SW ;Dinkelscherben;TSV Neu-Ulm;="0:0";="0:0";;;;;;;;
Sat.;28.10.2017;17:00;250182;Krumbach, Halle Schulzentrum;20057317;ÜBOL WB;ÜBOL Staffel W;TSV Niederraunau;SC Vöhringen;="0:0";="0:0";;;;;;;;
Sat.;28.10.2017;17:15;250000;Aichach, Sporthalle Gymnasium;20022044;LLF;Landesliga Staffel S;TSV Aichach;TSV Vaterstetten;="0:0";="0:0";;;;;;;;
Sat.;28.10.2017;17:30;250004;Augsburg, Sporthalle TSV 1871 Augsburg;25023017;BZL F;Bezirksliga F;Augsburg 1871;TSV Meitingen;="0:0";="0:0";;;;;;;;
Sat.;28.10.2017;17:30;250461;Wertingen, Sporthalle Gymnasium Wertingen;25013030;BZL M;Bezirksliga M;TSV Wertingen;TSV Haunstetten III;="0:0";="0:0";;;;;;;;
Sat.;28.10.2017;17:30;250021;Bobingen, Sporthalle;20043918;ÜBL MC;ÜBL Staffel SW 2 ;TSV Bobingen;Augsburg 1871;="0:0";="0:0";;;;;;;;
Sat.;28.10.2017;17:30;250260;Neusäss, Sporthalle an der Eichenwaldschule;20037528;ÜBOL MB;ÜBOL Staffel S;TSV Neusäss;TSV Haunstetten;="0:0";="0:0";;;;;;;;
Sat.;28.10.2017;17:45;250181;Königsbrunn, Dreifachhalle;20032222;ÜBOL MA;ÜBOL Staffel SW;BHC Königsbr.09;VSC Donauwörth;="0:0";="0:0";;;;;;;;
Sat.;28.10.2017;18:00;250008;Haunstetten, Sporthalle  TSV;20010042;BY M;Bayernliga;TSV Haunstetten;SG DJK Rimpar II;="0:0";="0:0";;;;;;;;
Sat.;28.10.2017;18:00;250121;Göggingen, Anton-Bezler-Halle;25014533;BZK M;Bezirksklasse Staffel Ost;TSV Göggingen II;Schwabmünchen III;="0:0";="0:0";;;;;;;;
Sat.;28.10.2017;18:00;250064;Donauwörth, Neudegger-Halle ;25014034;BZK M;Bezirksklasse Staffel West;VSC Donauwörth II;TSG Augsburg;="0:0";="0:0";;;;;;;;
Sat.;28.10.2017;18:00;250101;Friedberg, Sporthalle des TSV Friedberg;20012043;LLM;Landesliga Staffel S;TSV Friedberg II;TSV Allach 09;="0:0";="0:0";;;;;;;;
Sat.;28.10.2017;18:30;250011;Augsburg,Hans-Adlhoch-Halle Augsburg-Pfersee;25014534;BZK M;Bezirksklasse Staffel Ost;PSV  Aug.;TSG Augsburg II;="0:0";="0:0";;;;;;;;
Sat.;28.10.2017;19:00;250462;Wittislingen, Schulsporthalle ;25023018;BZL F;Bezirksliga F;HSG Lauingen-Wittislingen;TSV Göggingen;="0:0";="0:0";;;;;;;;
Sat.;28.10.2017;19:00;250201;Leipheim, Güssen-Halle;25022020;BZOL F;Bezirksoberliga F;VfL Leipheim;Kissinger SC II;="0:0";="0:0";;;;;;;;
Sat.;28.10.2017;19:15;250000;Aichach, Sporthalle Gymnasium;25012038;BZOL M;Bezirksoberliga M;TSV Aichach;TSV Niederraunau II;="0:0";="0:0";;;;;;;;
Sat.;28.10.2017;19:30;250125;Günzburg, Sporthalle ;20010045;BY M;Bayernliga;VfL Günzburg;TV Erl.-Bruck;="0:0";="0:0";;;;;;;;
Sat.;28.10.2017;19:30;250260;Neusäss, Sporthalle an der Eichenwaldschule;25013031;BZL M;Bezirksliga M;TSV Neusäss;Schwabmünchen II;="0:0";="0:0";;;;;;;;
Sat.;28.10.2017;19:30;250461;Wertingen, Sporthalle Gymnasium Wertingen;25022021;BZOL F;Bezirksoberliga F;TSV Wertingen;VSC Donauwörth;="0:0";="0:0";;;;;;;;
Sat.;28.10.2017;19:30;250004;Augsburg, Sporthalle TSV 1871 Augsburg;25012039;BZOL M;Bezirksoberliga M;Augsburg 1871;Kissinger SC;="0:0";="0:0";;;;;;;;
Sat.;28.10.2017;19:30;250182;Krumbach, Halle Schulzentrum;20012048;LLM;Landesliga Staffel S;TSV Niederraunau;HSG Würm-Mitte;="0:0";="0:0";;;;;;;;
Sat.;28.10.2017;20:00;250101;Friedberg, Sporthalle des TSV Friedberg;20010047;BY M;Bayernliga;TSV Friedberg;TSV Rothenburg;="0:0";="0:0";;;;;;;;
Sat.;28.10.2017;20:00;250121;Göggingen, Anton-Bezler-Halle;25012040;BZOL M;Bezirksoberliga M;TSV Göggingen;Schwabmünchen;="0:0";="0:0";;;;;;;;
Sun.;29.10.2017;09:30;250220;Meitingen, Sporthalle;25067028;BZOL WD;Bezirksoberliga;TSV Meitingen;Schwabmünchen;="0:0";="0:0";;;;;;;;
Sun.;29.10.2017;09:45;250124;Gundelfingen,Kreissporthalle ;25067029;BZOL WD;Bezirksoberliga;TSV Neu-Ulm;TV Gundelfingen;="0:0";="0:0";;;;;;;;
Sun.;29.10.2017;10:00;250000;Aichach, Sporthalle Gymnasium;25068023;BZL WD;Bezirksliga;TSV Aichach;SC Vöhringen II;="0:0";="0:0";;;;;;;;
Sun.;29.10.2017;10:00;250440;Vöhringen, Sportpark ;25067030;BZOL WD;Bezirksoberliga;SC Vöhringen;BHC Königsbr.09;="0:0";="0:0";;;;;;;;
Sun.;29.10.2017;10:30;250220;Meitingen, Sporthalle;25067031;BZOL WD;Bezirksoberliga;JSG Friedberg-Kissing;Schwabmünchen;="0:0";="0:0";;;;;;;;
Sun.;29.10.2017;10:45;250124;Gundelfingen,Kreissporthalle ;25067032;BZOL WD;Bezirksoberliga;SV Mering;TSV Neu-Ulm;="0:0";="0:0";;;;;;;;
Sun.;29.10.2017;11:00;250000;Aichach, Sporthalle Gymnasium;;BZL WD;Bezirksliga;SC Vöhringen II;Leipheim/Silheim;="0:0";="0:0";;;;;;;;
Sun.;29.10.2017;11:00;250440;Vöhringen, Sportpark ;25067033;BZOL WD;Bezirksoberliga;BHC Königsbr.09;TSV Niederraunau;="0:0";="0:0";;;;;;;;
Sun.;29.10.2017;11:00;250021;Bobingen, Sporthalle;25012041;BZOL M;Bezirksoberliga M;TSV Bobingen;VSC Donauwörth;="0:0";="0:0";;;;;;;;
Sun.;29.10.2017;11:00;250361;Schwabmünchen, Sporthalle an der Grundschule ;20041222;LL MC;Landesliga Staffel Süd;Schwabmünchen;HT München;="0:0";="0:0";;;;;;;;
Sun.;29.10.2017;11:00;250125;Günzburg, Sporthalle ;20056222;LL WB;Landesliga Staffel Süd;VfL Günzburg;HCD Gröbenzell;="0:0";="0:0";;;;;;;;
Sun.;29.10.2017;11:15;250008;Haunstetten, Sporthalle  TSV;20061014;LL WC;Landesliga Staffel Nord;TSV Haunstetten;Tuspo Heroldsberg;="0:0";="0:0";;;;;;;;
Sun.;29.10.2017;11:30;250220;Meitingen, Sporthalle;25067034;BZOL WD;Bezirksoberliga;TSV Meitingen;JSG Friedberg-Kissing;="0:0";="0:0";;;;;;;;
Sun.;29.10.2017;11:45;250124;Gundelfingen,Kreissporthalle ;25067035;BZOL WD;Bezirksoberliga;SV Mering;TV Gundelfingen;="0:0";="0:0";;;;;;;;
Sun.;29.10.2017;12:00;250000;Aichach, Sporthalle Gymnasium;25068024;BZL WD;Bezirksliga;TSV Aichach;Leipheim/Silheim;="0:0";="0:0";;;;;;;;
