Tag;Datum;Zeit;Hallennummer;Inhalt Tooltip Halle;Spielnummer;Liga;Staffelkurzbezeichnung;Heimmannschaft;Gastmannschaft;Ergebnis;Halbzeitergebnis;SR A; Verein SR A; SR B; Verein SR B; SR C; Verein SR C; SR D; Verein SR D
Sun.;15.10.2017;14:30;270184;Kempten, Sporthalle an der Westendstrasse;20052620;ÜBOL WA;ÜBOL Staffel SW;SG Kempten-Kottern;TV Bad Tölz;="0:0";="0:0";;;;;;;;
Sun.;15.10.2017;14:30;250181;Königsbrunn, Dreifachhalle;20052715;ÜBOL WA;ÜBOL Staffel W;BHC Königsbr.09;TSV Meitingen;="0:0";="0:0";;;;;;;;
Sun.;15.10.2017;14:30;260061;Dachau, Georg-Scherer-Halle;20052716;ÜBOL WA;ÜBOL Staffel W;ASV Dachau;Schwabmünchen;="0:0";="0:0";;;;;;;;
Sun.;15.10.2017;14:45;260480;Zolling, Dreifach-Turnhalle;20063809;ÜBL WC;ÜBL Staffel SO  ;SVA Palzing;HSG Bayerwald;="0:0";="0:0";;;;;;;;
Sun.;15.10.2017;14:45;230081;Emskirchen, Sport- und. Spielzentrum;20057016;ÜBOL WB;ÜBOL Staffel NW;SV Puschendorf;TSV Rothenburg;="0:0";="0:0";;;;;;;;
Sun.;15.10.2017;14:45;250000;Aichach, Sporthalle Gymnasium;20042215;ÜBOL MC;ÜBOL Staffel W;TSV Aichach;TV Gundelfingen;="0:0";="0:0";;;;;;;;
Sun.;15.10.2017;15:00;250125;Günzburg, Sporthalle ;20050019;BY WA;Bayernliga;VfL Günzburg;MTV Stadeln;="0:0";="0:0";;;;;;;;
Sun.;15.10.2017;15:00;270100;Fürstenfeldbruck, Wittelsbacher-Halle;20030019;BY MA;Bayernliga;TuS Fürstenfeldbruck;HaSpo Bayreuth;="0:0";="0:0";;;;;;;;
Sun.;15.10.2017;15:00;230341;Roßtal, Mittelschule;20031014;LL MA;Landesliga Staffel Nord;TV Roßtal;TSV Schleißheim;="0:0";="0:0";;;;;;;;
Sun.;15.10.2017;15:00;230344;Rothenburg, Halle am P1;20031015;LL MA;Landesliga Staffel Nord;TSV Rothenburg;TSV Allach 09;="0:0";="0:0";;;;;;;;
Sun.;15.10.2017;15:00;260321;Pfaffenhofen-Niederscheyern, Hauptschule;20051014;LL WA;Landesliga Staffel Nord;MTV Pfaffenhofen;HV Oberviechtach;="0:0";="0:0";;;;;;;;
Sun.;15.10.2017;15:00;260084;Erding, Semptsporthalle Altenerding;20056021;LL WB;Landesliga Staffel Nord;SpVgg Altenerding;HSG Freising-Neufahrn;="0:0";="0:0";;;;;;;;
Sun.;15.10.2017;15:00;220220;Marktleugast, Dreifachsporthalle;16;ÜBL MC;ÜBL Staffel N 2;TV Gefrees;HaSpo Bayreuth II;="0:0";="0:0";;;;;;;;
Sun.;15.10.2017;15:00;230273;Nürnberg, Spvgg Mögeldorf;10;ÜBL MB;ÜBL Staffel NO ;SpV Mögeldorf;SV Obertraubling;="0:0";="0:0";;;;;;;;
Sun.;15.10.2017;15:00;210023;Bad Neustadt Berufsschule;20058014;ÜBL WB;ÜBL Staffel NW ;VfL SF Bad Neust;TV Marktsteft;="0:0";="0:0";;;;;;;;
Sun.;15.10.2017;15:00;260082;Eggenfelden, Halle an der Birkenallee;20044015;ÜBL MC;ÜBL Staffel S 1;TV Eggenfelden;TuS Prien;="0:0";="0:0";;;;;;;;
Sun.;15.10.2017;15:00;250440;Vöhringen, Sportpark ;20033508;ÜBL MA;ÜBL Staffel SW  ;SC Vöhringen;SG Augsburg-Gersthofen;="0:0";="0:0";;;;;;;;
Sun.;15.10.2017;15:00;220362;Selb, Realschule;20037123;ÜBOL MB;ÜBOL Staffel NO;HSV Hochfranken;MTV Stadeln;="0:0";="0:0";;;;;;;;
Sun.;15.10.2017;15:00;280403;Traunreut, Halle TuS Traunreut;20052825;ÜBOL WA;ÜBOL Staffel S;TuS Traunreut;TuS Raubling;="0:0";="0:0";;;;;;;;
Sun.;15.10.2017;15:00;270129;Gräfelfing, Kurt-Huber-Gymnasium;20032423;ÜBOL MA;ÜBOL Staffel S;HSG Würm-Mitte;HSG Freising-Neufahrn;="0:0";="0:0";;;;;;;;
Sun.;15.10.2017;15:15;230300;Oberasbach, Dietrich-Bonhoeffer-Gymnasium;20050020;BY WA;Bayernliga;JSG Fürther Land;TV Marktsteft;="0:0";="0:0";;;;;;;;
Sun.;15.10.2017;15:15;280030;Brannenburg, Mehrzweckhalle;20058718;ÜBL WB;ÜBL Staffel S;TSV Brannenburg;TSV Übersee;="0:0";="0:0";;;;;;;;
Sun.;15.10.2017;15:15;280480;Zorneding, Sporthalle;20052518;ÜBOL WA;ÜBOL Staffel SO;TSV Zorneding;SV München Laim;="0:0";="0:0";;;;;;;;
Sun.;15.10.2017;15:15;260001;Altötting, Dreifachturnhalle Hauptschule;20037314;ÜBOL MB;ÜBOL Staffel SO;TV Altötting;TSV Vaterstetten;="0:0";="0:0";;;;;;;;
Sun.;15.10.2017;15:15;250064;Donauwörth, Neudegger-Halle ;20032217;ÜBOL MA;ÜBOL Staffel SW;VSC Donauwörth;TV Memmingen;="0:0";="0:0";;;;;;;;
Sun.;15.10.2017;15:25;230261;Neustadt, Markgrafenhalle;20058213;ÜBL WB;ÜBL Staffel NO;HC Neust./Aisch;MSG Eltersd-Forchh-Niederl;="0:0";="0:0";;;;;;;;
Sun.;15.10.2017;15:30;280237;München, Berufsbildungszentrum Orleanstr.;20012035;LLM;Landesliga Staffel S;TSV München-Ost;TSV Simbach;="0:0";="0:0";;;;;;;;
Sun.;15.10.2017;15:30;280145;Hausham, Schulsporthalle;20033613;ÜBL MA;ÜBL Staffel S ;TSV Schliersee;SVW  Burghausen;="0:0";="0:0";;;;;;;;
Sun.;15.10.2017;15:30;280340;Riem, Sporthalle Astrid Lindgren Str. 13 / Eingang über Hausnr. 7-9;20038812;ÜBL MB;ÜBL Staffel S 1;FC Bayern München;SV München Laim;="0:0";="0:0";;;;;;;;
Sun.;15.10.2017;15:30;260201;Landshut, VfL-Landshut Achdorf;20043614;ÜBL MC;ÜBL Staffel SO 1;VFL Landshut II;TSV Rottenburg;="0:0";="0:0";;;;;;;;
Sun.;15.10.2017;15:30;260180;Karlsfeld, Sporthalle;20038513;ÜBL MB;ÜBL Staffel SO 1;TSV Karlsfeld;SG Schwabing/1880;="0:0";="0:0";;;;;;;;
Sun.;15.10.2017;15:30;230121;Gunzenhausen, Simon-Marius-Gymnasium;20057114;ÜBOL WB;ÜBOL Staffel N;TV Gunzenhausen;HC Erlangen II;="0:0";="0:0";;;;;;;;
Sun.;15.10.2017;15:30;230060;Dietenhofen, Sporthalle;20052222;ÜBOL WA;ÜBOL Staffel N;TV Dietenhofen;TV Roßtal;="0:0";="0:0";;;;;;;;
Sun.;15.10.2017;15:30;250265;Neu-Ulm, Sporthalle 2 Schulzentrum Pfuhl;20057313;ÜBOL WB;ÜBOL Staffel W;FC Burlafingen;TSV Haunstetten II;="0:0";="0:0";;;;;;;;
Sun.;15.10.2017;15:45;210342;Rimpar DJK-Halle;20030020;BY MA;Bayernliga;SG DJK Rimpar;SV Anzing;="0:0";="0:0";;;;;;;;
Sun.;15.10.2017;15:45;240100;Feucht, Wilhelm-Baum-Halle;20036015;LL MB;Landesliga Staffel Nord;TSV 04 Feucht;HC Erlangen II;="0:0";="0:0";;;;;;;;
Sun.;15.10.2017;15:45;260069;Dachau, Sporthalle Augustenfeld;20038514;ÜBL MB;ÜBL Staffel SO 1;TSV Dachau 65;TSV Gaimersheim;="0:0";="0:0";;;;;;;;
Sun.;15.10.2017;15:45;260362;Schwabhausen, Heinrich-Loder-Halle;20062223;ÜBOL WC;ÜBOL SW;HSG Schwab/kirchen;TSV Gersthofen;="0:0";="0:0";;;;;;;;
Sun.;15.10.2017;15:50;230266;Nürnberg, ESV Flügelrad;20037124;ÜBOL MB;ÜBOL Staffel NO;ESV Flügelrad;HC Hersbruck e.V;="0:0";="0:0";;;;;;;;
Sun.;15.10.2017;16:00;230108;Fürth, Sporthalle Stadeln;20011034;LLM;Landesliga Staffel N;MTV Stadeln;TV Helmbrechts;="0:0";="0:0";;;;;;;;
Sun.;15.10.2017;16:00;220140; Helmbrechts Sporthalle Helmbrechts;20021034;LLF;Landesliga Staffel N;TV Helmbrechts;TSV Röthenbach;="0:0";="0:0";;;;;;;;
Sun.;15.10.2017;16:00;250361;Schwabmünchen, Sporthalle an der Grundschule ;20061012;LL WC;Landesliga Staffel Nord;Schwabmünchen;SC Vöhringen;="0:0";="0:0";;;;;;;;
